TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612754,Indiana Pacers,East,1,0.683,0.449,0.357,0.779,3665,1651,1237.0,550,446,378,7933,361.0,2014,0
1610612748,Miami Heat,East,2,0.659,0.501,0.364,0.76,3024,1847,1212.0,732,367,256,8380,390.0,2014,0
1610612761,Toronto Raptors,East,3,0.585,0.445,0.372,0.782,3487,1737,1159.0,577,343,352,8305,266.0,2014,0
1610612741,Chicago Bulls,East,4,0.585,0.432,0.348,0.779,3620,1860,1223.0,594,424,490,7680,152.0,2014,0
1610612764,Washington Wizards,East,5,0.537,0.459,0.38,0.731,3459,1909,1204.0,668,377,320,8254,104.0,2014,0
1610612751,Brooklyn Nets,East,6,0.537,0.459,0.369,0.753,3128,1714,1191.0,705,311,337,8079,-82.0,2014,0
1610612766,Charlotte Bobcats,East,7,0.524,0.442,0.351,0.737,3500,1778,1010.0,499,421,415,7942,-18.0,2014,0
1610612737,Atlanta Hawks,East,8,0.463,0.458,0.363,0.781,3278,2041,1251.0,680,326,354,8282,-39.0,2014,0
1610612759,San Antonio Spurs,West,1,0.756,0.486,0.397,0.785,3548,2064,1180.0,604,420,379,8639,633.0,2014,1
1610612760,Oklahoma City Thunder,West,2,0.72,0.471,0.361,0.806,3668,1794,1256.0,678,501,296,8705,520.0,2014,0
1610612746,Los Angeles Clippers,West,3,0.695,0.474,0.352,0.73,3526,2016,1136.0,703,397,284,8850,572.0,2014,0
1610612745,Houston Rockets,West,4,0.659,0.472,0.358,0.712,3717,1755,1323.0,621,461,460,8829,374.0,2014,0
1610612757,Portland Trail Blazers,West,5,0.659,0.45,0.372,0.815,3808,1904,1125.0,454,387,304,8753,327.0,2014,0
1610612744,Golden State Warriors,West,6,0.622,0.462,0.38,0.753,3715,1912,1247.0,642,407,342,8549,394.0,2014,0
1610612763,Memphis Grizzlies,West,7,0.61,0.464,0.353,0.741,3476,1792,1124.0,631,375,410,7884,129.0,2014,0
1610612742,Dallas Mavericks,West,8,0.598,0.474,0.384,0.795,3354,1935,1110.0,704,356,288,8597,197.0,2014,0
