TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612741,Chicago Bulls,East,1,0.758,0.452,0.375,0.722,3080,1527,923.0,456,388,343,6359,540.0,2012,0
1610612748,Miami Heat,East,2,0.697,0.469,0.359,0.775,2746,1317,1002.0,585,355,280,6500,395.0,2012,1
1610612754,Indiana Pacers,East,3,0.636,0.438,0.368,0.782,2896,1228,925.0,523,357,398,6449,218.0,2012,0
1610612738,Boston Celtics,East,4,0.591,0.46,0.367,0.778,2560,1557,979.0,498,362,304,6062,166.0,2012,0
1610612737,Atlanta Hawks,East,5,0.606,0.454,0.37,0.74,2718,1481,921.0,536,303,313,6375,227.0,2012,0
1610612753,Orlando Magic,East,6,0.561,0.441,0.375,0.66,2802,1321,984.0,451,275,273,6215,52.0,2012,0
1610612752,New York Knicks,East,7,0.545,0.443,0.336,0.741,2755,1328,1056.0,622,276,334,6458,211.0,2012,0
1610612755,Philadelphia 76ers,East,8,0.53,0.448,0.362,0.742,2848,1453,738.0,526,340,316,6180,280.0,2012,0
1610612759,San Antonio Spurs,West,1,0.758,0.478,0.393,0.748,2836,1528,895.0,490,293,330,6841,473.0,2012,0
1610612760,Oklahoma City Thunder,West,2,0.712,0.471,0.358,0.806,2883,1224,1079.0,498,539,321,6802,404.0,2012,0
1610612747,Los Angeles Lakers,West,3,0.621,0.457,0.326,0.756,3050,1485,997.0,390,351,302,6422,94.0,2012,0
1610612763,Memphis Grizzlies,West,4,0.621,0.447,0.326,0.759,2775,1290,955.0,631,345,363,6269,133.0,2012,0
1610612746,Los Angeles Clippers,West,5,0.606,0.455,0.357,0.68,2743,1385,879.0,556,315,296,6438,169.0,2012,0
1610612743,Denver Nuggets,West,6,0.576,0.476,0.332,0.735,2843,1581,1015.0,540,330,439,6872,190.0,2012,0
1610612742,Dallas Mavericks,West,7,0.545,0.443,0.339,0.771,2822,1380,926.0,565,337,265,6322,63.0,2012,0
1610612762,Utah Jazz,West,8,0.545,0.456,0.323,0.754,2916,1439,936.0,545,385,375,6577,41.0,2012,0
