TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612749,Milwaukee Bucks,East,1,0.707,0.473,0.368,0.743,3988,2115,1199.0,521,403,323,9589,298.0,2023,0
1610612738,Boston Celtics,East,2,0.695,0.475,0.377,0.812,3717,2186,1095.0,521,430,318,9671,535.0,2023,0
1610612755,Philadelphia 76ers,East,3,0.659,0.487,0.387,0.835,3356,2063,1121.0,635,389,380,9448,354.0,2023,0
1610612739,Cleveland Cavaliers,East,4,0.622,0.488,0.367,0.78,3369,2045,1094.0,586,384,360,9205,441.0,2023,0
1610612752,New York Knicks,East,5,0.573,0.47,0.354,0.761,3821,1880,1065.0,527,340,370,9514,240.0,2023,0
1610612751,Brooklyn Nets,East,6,0.549,0.487,0.378,0.8,3322,2093,1127.0,585,506,317,9295,70.0,2023,0
1610612748,Miami Heat,East,7,0.537,0.46,0.344,0.831,3329,1955,1106.0,655,243,309,8977,-26.0,2023,0
1610612737,Atlanta Hawks,East,8,0.5,0.483,0.352,0.818,3639,2049,1060.0,580,401,414,9711,24.0,2023,0
1610612743,Denver Nuggets,West,1,0.646,0.504,0.379,0.751,3527,2368,1192.0,618,368,344,9495,273.0,2023,1
1610612763,Memphis Grizzlies,West,2,0.622,0.475,0.351,0.733,3823,2135,1116.0,680,473,427,9587,323.0,2023,0
1610612758,Sacramento Kings,West,3,0.585,0.494,0.369,0.79,3481,2237,1106.0,574,275,341,9898,217.0,2023,0
1610612756,Phoenix Suns,West,4,0.549,0.467,0.374,0.793,3628,2235,1110.0,585,432,327,9319,170.0,2023,0
1610612746,LA Clippers,West,5,0.537,0.477,0.381,0.781,3545,1959,1167.0,580,364,344,9314,41.0,2023,0
1610612744,Golden State Warriors,West,6,0.537,0.479,0.385,0.794,3657,2446,1336.0,588,324,326,9753,148.0,2023,0
1610612747,Los Angeles Lakers,West,7,0.524,0.482,0.346,0.775,3748,2072,1154.0,526,378,416,9608,47.0,2023,0
1610612750,Minnesota Timberwolves,West,8,0.512,0.49,0.365,0.755,3435,2145,1258.0,657,444,336,9494,-3.0,2023,0
