TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612737,Atlanta Hawks,East,1,0.732,0.466,0.38,0.778,3326,2111,1167.0,744,380,404,8409,445.0,2015,0
1610612739,Cleveland Cavaliers,East,2,0.646,0.458,0.367,0.751,3523,1814,1171.0,603,340,368,8457,367.0,2015,0
1610612741,Chicago Bulls,East,3,0.61,0.442,0.353,0.783,3751,1781,1145.0,514,476,443,8265,246.0,2015,0
1610612761,Toronto Raptors,East,4,0.598,0.455,0.352,0.787,3407,1701,1057.0,615,357,413,8527,252.0,2015,0
1610612764,Washington Wizards,East,5,0.561,0.462,0.36,0.742,3663,1969,1233.0,601,378,350,8080,59.0,2015,0
1610612749,Milwaukee Bucks,East,6,0.5,0.459,0.363,0.757,3450,1932,1373.0,789,403,392,8023,35.0,2015,0
1610612738,Boston Celtics,East,7,0.488,0.443,0.327,0.754,3595,2009,1133.0,674,294,431,8312,13.0,2015,0
1610612751,Brooklyn Nets,East,8,0.463,0.451,0.331,0.748,3473,1716,1133.0,576,340,372,8038,-236.0,2015,0
1610612744,Golden State Warriors,West,1,0.817,0.478,0.398,0.768,3667,2248,1185.0,762,496,293,9016,828.0,2015,1
1610612745,Houston Rockets,West,2,0.683,0.444,0.348,0.715,3582,1820,1366.0,777,407,437,8522,282.0,2015,0
1610612746,Los Angeles Clippers,West,3,0.683,0.473,0.376,0.71,3495,2031,1012.0,640,409,245,8751,540.0,2015,0
1610612757,Portland Trail Blazers,West,4,0.622,0.45,0.362,0.801,3760,1799,1117.0,525,372,297,8429,347.0,2015,0
1610612763,Memphis Grizzlies,West,5,0.671,0.458,0.339,0.773,3490,1777,1094.0,700,347,424,8062,266.0,2015,0
1610612759,San Antonio Spurs,West,6,0.671,0.468,0.367,0.78,3578,2000,1146.0,657,444,362,8461,508.0,2015,0
1610612742,Dallas Mavericks,West,7,0.61,0.463,0.352,0.752,3466,1846,1062.0,663,371,314,8628,238.0,2015,0
1610612740,New Orleans Pelicans,West,8,0.549,0.457,0.37,0.751,3563,1806,1087.0,553,510,475,8147,65.0,2015,0
