TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612738,Boston Celtics,East,1,0.805,0.475,0.381,0.771,3445,1833,1246.0,696,379,389,8245,841.0,2008,1
1610612765,Detroit Pistons,East,2,0.72,0.458,0.366,0.767,3397,1831,956.0,583,472,319,7992,606.0,2008,0
1610612753,Orlando Magic,East,3,0.634,0.474,0.386,0.721,3445,1706,1173.0,520,333,344,8567,448.0,2008,0
1610612739,Cleveland Cavaliers,East,4,0.549,0.439,0.358,0.717,3655,1640,1145.0,579,427,388,7903,-29.0,2008,0
1610612764,Washington Wizards,East,5,0.524,0.446,0.356,0.782,3411,1607,1082.0,632,391,360,8104,-27.0,2008,0
1610612761,Toronto Raptors,East,6,0.5,0.468,0.392,0.812,3286,1953,959.0,570,336,333,8215,238.0,2008,0
1610612755,Philadelphia 76ers,East,7,0.488,0.46,0.317,0.706,3437,1673,1172.0,712,400,420,7923,34.0,2008,0
1610612737,Atlanta Hawks,East,8,0.451,0.454,0.356,0.772,3462,1804,1223.0,600,448,421,8054,-149.0,2008,0
1610612747,Los Angeles Lakers,West,1,0.695,0.476,0.378,0.769,3620,2003,1156.0,654,438,368,8904,595.0,2008,0
1610612740,New Orleans Hornets,West,2,0.683,0.466,0.389,0.769,3431,1785,974.0,637,321,331,8270,433.0,2008,0
1610612759,San Antonio Spurs,West,3,0.683,0.457,0.369,0.761,3383,1718,1035.0,521,337,361,7820,393.0,2008,0
1610612762,Utah Jazz,West,4,0.659,0.497,0.372,0.759,3352,2165,1200.0,717,355,420,8710,564.0,2008,0
1610612745,Houston Rockets,West,5,0.671,0.448,0.342,0.726,3661,1757,1125.0,598,420,379,7931,384.0,2008,0
1610612756,Phoenix Suns,West,6,0.671,0.5,0.393,0.783,3403,2188,1184.0,532,518,311,9026,414.0,2008,0
1610612742,Dallas Mavericks,West,7,0.622,0.464,0.352,0.814,3526,1720,1037.0,490,402,357,8234,372.0,2008,0
1610612743,Denver Nuggets,West,8,0.61,0.47,0.355,0.751,3616,2024,1203.0,752,551,393,9074,304.0,2008,0
