TEAM_ID,TEAM_NAME,Conference,PlayoffRank,WinPCT,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,BLKA,PTS,PLUS_MINUS,SEASON,CHAMPION
1610612748,Miami Heat,East,1,0.805,0.496,0.396,0.754,3166,1890,1143.0,710,441,262,8436,645.0,2013,1
1610612752,New York Knicks,East,2,0.659,0.448,0.376,0.759,3326,1579,988.0,672,294,327,8196,347.0,2013,0
1610612754,Indiana Pacers,East,3,0.605,0.436,0.347,0.746,3714,1645,1227.0,580,513,459,7674,326.0,2013,0
1610612751,Brooklyn Nets,East,4,0.598,0.45,0.357,0.731,3507,1668,1206.0,599,391,390,7944,146.0,2013,0
1610612741,Chicago Bulls,East,5,0.549,0.437,0.353,0.773,3540,1886,1171.0,588,417,477,7641,26.0,2013,0
1610612737,Atlanta Hawks,East,6,0.537,0.464,0.371,0.715,3351,2007,1219.0,664,369,350,8032,33.0,2013,0
1610612738,Boston Celtics,East,7,0.506,0.465,0.358,0.776,3187,1843,1181.0,667,365,378,7818,-18.0,2013,0
1610612749,Milwaukee Bucks,East,8,0.463,0.435,0.36,0.736,3605,1876,1156.0,685,550,362,8108,-123.0,2013,0
1610612760,Oklahoma City Thunder,West,1,0.732,0.481,0.377,0.828,3579,1753,1253.0,679,624,322,8669,755.0,2013,0
1610612759,San Antonio Spurs,West,2,0.707,0.481,0.376,0.791,3387,2058,1206.0,695,446,405,8448,525.0,2013,0
1610612743,Denver Nuggets,West,3,0.695,0.478,0.343,0.701,3693,2002,1253.0,762,533,554,8704,417.0,2013,0
1610612746,Los Angeles Clippers,West,4,0.683,0.478,0.358,0.711,3413,1958,1197.0,784,461,335,8289,529.0,2013,0
1610612763,Memphis Grizzlies,West,5,0.683,0.444,0.345,0.773,3504,1715,1144.0,703,436,450,7659,340.0,2013,0
1610612744,Golden State Warriors,West,6,0.573,0.458,0.403,0.79,3686,1845,1236.0,567,346,399,8296,73.0,2013,0
1610612747,Los Angeles Lakers,West,7,0.549,0.458,0.355,0.692,3674,1818,1232.0,576,429,396,8381,95.0,2013,0
1610612745,Houston Rockets,West,8,0.549,0.461,0.366,0.754,3561,1902,1348.0,679,359,498,8688,285.0,2013,0
